common_name,pubchem_id,flavor_profile,detail_url,CID,MolecularFormula,MolecularWeight,SMILES,ConnectivitySMILES,IUPACName
"Diazene, [(4-iodophenyl)(phenylhydrazono)methyl]phenyl-",71321271,sweet-like,,71321271,C19H15IN4,426.3,C1=CC=C(C=C1)NN=C(C2=CC=C(C=C2)I)N=NC3=CC=CC=C3,C1=CC=C(C=C1)NN=C(C2=CC=C(C=C2)I)N=NC3=CC=CC=C3,N'-anilino-4-iodo-N-phenyliminobenzenecarboximidamide
"Diazene, [(2-fluorophenyl)(phenylhydrazono)methyl]phenyl-",71321276,sweet-like,,71321276,C19H15FN4,318.3,C1=CC=C(C=C1)NN=C(C2=CC=CC=C2F)N=NC3=CC=CC=C3,C1=CC=C(C=C1)NN=C(C2=CC=CC=C2F)N=NC3=CC=CC=C3,N'-anilino-2-fluoro-N-phenyliminobenzenecarboximidamide
"5'-Adenylic acid, 3'-O-ethyl-",71331643,sweet-like,,71331643,C12H18N5O7P,375.27,CCOC1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O,CCOC1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O,[5-(6-aminopurin-9-yl)-3-ethoxy-4-hydroxyoxolan-2-yl]methyl dihydrogen phosphate
CID 71332376,71332376,sweet-like,,71332376,C10H12N8O8P2+2,434.20,C1=NC(=C2C(=N1)N(C(=N2)N=[N+]=[N-])C3C(C(C(O3)CO[P+](=O)O[P+](=O)O)O)O)N,C1=NC(=C2C(=N1)N(C(=N2)N=[N+]=[N-])C3C(C(C(O3)CO[P+](=O)O[P+](=O)O)O)O)N,"[5-(6-amino-8-azidopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-[hydroxy(oxo)phosphaniumyl]oxy-oxophosphanium"
102185-47-7,71332754,sweet-like,,71332754,C10H11BrN5Na3O10P2,572.04,C1=NC(=C2C(=N1)N(C(=N2)Br)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O)N.[Na+].[Na+].[Na+],C1=NC(=C2C(=N1)N(C(=N2)Br)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O)N.[Na+].[Na+].[Na+],"trisodium;[[5-(6-amino-8-bromopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl] phosphate"
ACMC-20maoz,71334510,sweet-like,,71334510,C10H13ClN5O10P3+2,491.61,C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO[P+](=O)OP(=O)(O)O[P+](=O)O)O,C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO[P+](=O)OP(=O)(O)O[P+](=O)O)O,[5-(6-amino-2-chloropurin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-[hydroxy-[hydroxy(oxo)phosphaniumyl]oxyphosphoryl]oxy-oxophosphanium
117778-38-8,71339417,sweet-like,,71339417,C15H22N5O7P,415.34,C1CCC(C1)NC2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)COP(=O)(O)O)O)O,C1CCC(C1)NC2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)COP(=O)(O)O)O)O,"[5-[6-(cyclopentylamino)purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
ACMC-20modd,71339641,sweet-like,,71339641,C10H14N6O9P3+,455.17,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O[P+](=O)N[P+](=O)[O-])O,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O[P+](=O)N[P+](=O)[O-])O,[[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-oxo-(phosphoamino)phosphanium
137830-19-4,71341751,sweet-like,,71341751,C28H32O17,640.5,COC1=CC(=C2C(=C1)OC(=C(C2=O)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)O)O)C5=CC(=C(C=C5)O)O)O,COC1=CC(=C2C(=C1)OC(=C(C2=O)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)O)O)C5=CC(=C(C=C5)O)O)O,"3-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-7-methoxychromen-4-one"
ACMC-20n5dz,71346174,sweet-like,,71346174,C11H15N5O8P2+2,407.21,CC1(C(OC(C1O)N2C=NC3=C(N=CN=C32)N)CO[P+](=O)O[P+](=O)O)O,CC1(C(OC(C1O)N2C=NC3=C(N=CN=C32)N)CO[P+](=O)O[P+](=O)O)O,"[5-(6-aminopurin-9-yl)-3,4-dihydroxy-3-methyloxolan-2-yl]methoxy-[hydroxy(oxo)phosphaniumyl]oxy-oxophosphanium"
CID 71346179,71346179,sweet-like,,71346179,C10H13N5O8P2+2,393.19,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO[P+](=O)O[P+](=O)O)O)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO[P+](=O)O[P+](=O)O)O)O)N,"[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-[hydroxy(oxo)phosphaniumyl]oxy-oxophosphanium"
"Mannopyranose, 4-O-methyl-, D- (8CI)",71359088,sweet-like,,71359088,C7H14O6,194.18,CO[C@@H]1[C@H](OC([C@H]([C@H]1O)O)O)CO,COC1C(OC(C(C1O)O)O)CO,"(3S,4R,5S,6R)-6-(hydroxymethyl)-5-methoxyoxane-2,3,4-triol"
35927-35-6,71360836,sweet-like,,71360836,C13H20N5O8P,405.30,CC(C)(C1=NC2=C(N=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N)O,CC(C)(C1=NC2=C(N=CN=C2N1C3C(C(C(O3)COP(=O)(O)O)O)O)N)O,"[(2R,3S,4R,5R)-5-[6-amino-8-(2-hydroxypropan-2-yl)purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
42829-47-0,71361812,sweet-like,,71361812,C34H66N5O7PSn2,925.3,CCCC[Sn](CCCC)(CCCC)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)O[Sn](CCCC)(CCCC)CCCC,CCCC[Sn](CCCC)(CCCC)OP(=O)(OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)O[Sn](CCCC)(CCCC)CCCC,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl bis(tributylstannyl) phosphate"
"Urea, N-methoxy-N'-(4-methoxyphenyl)-",71365640,sweet-like,,71365640,C9H12N2O3,196.20,COC1=CC=C(C=C1)NC(=O)NOC,COC1=CC=C(C=C1)NC(=O)NOC,1-methoxy-3-(4-methoxyphenyl)urea
Manganese adenosine triphosphate,71366967,sweet-like,,71366967,C10H12MnN5O13P3-4,558.09,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N.[Mn],C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N.[Mn],"[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate;manganese"
"5,7-dihydroxy-2-(4-hydroxy-3-methoxy-phenyl)-3-[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5S,6S)-3,4,5-trihydroxy-6-methyl-oxan-2-yl]oxymethyl]oxan-2-yl]oxy-chromen-4-one",71367020,sweet-like,,71367020,C28H32O16,624.5,C[C@H]1[C@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O,"5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5S,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one"
63244-69-9,71381341,sweet-like,,71381341,C16H29N6O6P,432.41,CCN(CC)CC.C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O,CCN(CC)CC.C1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O,"[(2S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxyoxolan-2-yl]methyl dihydrogen phosphate;N,N-diethylethanamine"
62209-06-7,71388808,sweet-like,,71388808,C15H26N7O7P,447.38,C1=NC(=C2C(=N1)N(C(=N2)NCCCCCN)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,C1=NC(=C2C(=N1)N(C(=N2)NCCCCCN)C3C(C(C(O3)COP(=O)(O)O)O)O)N,"[(2R,3S,4R,5R)-5-[6-amino-8-(5-aminopentylamino)purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
62209-05-6,71388809,sweet-like,,71388809,C14H24N7O7P,433.36,C1=NC(=C2C(=N1)N(C(=N2)NCCCCN)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,C1=NC(=C2C(=N1)N(C(=N2)NCCCCN)C3C(C(C(O3)COP(=O)(O)O)O)O)N,"[(2R,3S,4R,5R)-5-[6-amino-8-(4-aminobutylamino)purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
6829-62-5,71401409,sweet-like,,71401409,C6H12O5,164.16,C(CO)[C@H]([C@H]([C@H](C=O)O)O)O,C(CO)C(C(C(C=O)O)O)O,"(2R,3R,4R)-2,3,4,6-tetrahydroxyhexanal"
72635-72-4,71402189,sweet-like,,71402189,C9H13NO2,167.20,COCC1=CCC=C(C1)C=NO,COCC1=CCC=C(C1)C=NO,"N-[[5-(methoxymethyl)cyclohexa-1,4-dien-1-yl]methylidene]hydroxylamine"
77032-40-7,71403382,sweet-like,,71403382,C11H16N5O7P,361.25,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COCP(=O)(O)O)O)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COCP(=O)(O)O)O)O)N,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxymethylphosphonic acid"
82793-03-1,71421424,sweet-like,,71421424,C42H68O14,797.0,C[C@@]12CC[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(CCC(C5(C)CO)O[C@H]6[C@@H]([C@H]([C@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O)C)C)[C@@H]1CC(C[C@@H]2O)(C)C)C,CC1(CC2C3=CCC4C5(CCC(C(C5CCC4(C3(CCC2(C(C1)O)C)C)C)(C)CO)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C,"(2S,3R,4S,5R,6R)-6-[[(6aR,6bS,8aR,9S,12aS,14bR)-9-hydroxy-4-(hydroxymethyl)-4,6a,6b,8a,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4-dihydroxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid"
"2-(3,4-dihydroxyphenyl)-7-methoxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-chromen-4-one",71421425,sweet-like,,71421425,C22H22O11,462.4,COC1=CC2=C(C(=C1)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)C(=O)C=C(O2)C4=CC(=C(C=C4)O)O,COC1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C=C(O2)C4=CC(=C(C=C4)O)O,"2-(3,4-dihydroxyphenyl)-7-methoxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one"
94268-57-2,71430727,turpentine,,71430727,C10H16O2,168.23,CC1=C(CC(CC1)C(=C)C)OO,CC1=C(CC(CC1)C(=C)C)OO,2-hydroperoxy-1-methyl-4-prop-1-en-2-ylcyclohexene
99520-32-8,71430872,sweet-like,,71430872,C10H18O10,298.24,C1[C@H](OC(C(O1)O)O)[C@H]([C@@H]2[C@H](OC(C(O2)O)O)CO)O,C1C(OC(C(O1)O)O)C(C2C(OC(C(O2)O)O)CO)O,"(5R,6R)-5-[(R)-[(2S)-5,6-dihydroxy-1,4-dioxan-2-yl]-hydroxymethyl]-6-(hydroxymethyl)-1,4-dioxane-2,3-diol"
"3'-Adenylicacid, disodium salt (8CI,9CI)",71431203,sweet-like,,71431203,C10H12N5O7P-2,345.21,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@]([C@H](O3)CO)(O)P(=O)([O-])[O-])O)N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)(O)P(=O)([O-])[O-])O)N,"(2R,3R,4S,5R)-5-(6-aminopurin-9-yl)-2-(hydroxymethyl)-3-phosphonatooxolane-3,4-diol"
CTK8F0492,71433950,sweet-like,,71433950,C14H22LiN5O11P3,536.2,[Li].CC(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP=O,[Li].CC(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP=O,
CID 71433951,71433951,sweet-like,,71433951,C14H22N5O11P3,529.27,CC(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP=O,CC(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP=O,[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphorosooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] 2-methylpropyl hydrogen phosphate
8-bromo-cAMP,71434121,sweet-like,,71434121,C10H10BrN5O6P-,407.09,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C4=NC=NC(=C4N=C3Br)N)O)OP(=O)(O1)[O-],C1C2C(C(C(O2)N3C4=NC=NC(=C4N=C3Br)N)O)OP(=O)(O1)[O-],"(4aR,6R,7R,7aS)-6-(6-amino-8-bromopurin-9-yl)-2-oxido-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-ol"
CTK8F8117,71434145,sweet-like,,71434145,C11H16O6,244.24,C[C@@H]1[CH][CH][CH][C@@H](O1)OC2[CH]O[C@H]([C@@H]([C@H]2O)O)O,CC1[CH][CH][CH]C(O1)OC2[CH]OC(C(C2O)O)O,
CTK8F9105,71434189,sweet-like,,71434189,C6H10O6,184.10,[13CH2]1[13C@H]([13C@H]([13C@@H]([13C](O1)([13C]O)O)O)O)O,C1C(C(C(C(O1)([C]O)O)O)O)O,
201417-01-8,71434190,sweet-like,,71434190,C6H12O6,186.11,[13CH2]([13C@@H]([13C@@H]([13C@H]([13C@@H]([13CH]=O)O)O)O)O)O,C(C(C(C(C(C=O)O)O)O)O)O,"(2S,3R,4S,5S)-2,3,4,5,6-pentahydroxy(1,2,3,4,5,6-13C6)hexanal"
CTK8G0144,71434223,sweet-like,,71434223,C12H18O6,258.27,C[C@H]1[CH][CH][CH][C@@H](O1)O[C@@H]2[CH]OC([C@@H]([C@H]2O)O)OC,CC1[CH][CH][CH]C(O1)OC2[CH]OC(C(C2O)O)OC,
CTK8G5250,71434605,sweet-like,,71434605,C11H16N5O6PS,377.32,COP(=S)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,COP(=S)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,"2-(6-aminopurin-9-yl)-5-[[hydroxy(methoxy)phosphinothioyl]oxymethyl]oxolane-3,4-diol"
CTK8G6619,71434791,sweet-like,,71434791,C10H14N6O11P3-3,487.17,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(NP(=O)([O-])[O-])[O-])O,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(NP(=O)([O-])[O-])[O-])O,[[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-(phosphonatoamino)phosphinate
CID 71434792,71434792,sweet-like,,71434792,C10H17N6O11P3,490.20,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(NP(=O)(O)O)O)O,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(NP(=O)(O)O)O)O,[[[[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]amino]phosphonic acid
CTK8H4083,71435732,sweet-like,,71435732,C10H12CuN5O13P3-4,566.70,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N.[Cu],C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N.[Cu],"[[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate;copper"
CTK8J5734,71438851,sweet-like,,71438851,C10H16N5O12P3S,523.25,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)SP(=O)(O)OP(=O)(O)O)O)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)SP(=O)(O)OP(=O)(O)O)O)O)N,"[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-[hydroxy(phosphonooxy)phosphoryl]sulfanylphosphinic acid"
CTK9A2804,71440181,sweet-like,,71440181,C10H12CrN5O10P2,476.17,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O)N.[Cr+3],C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O)N.[Cr+3],"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl] phosphate;chromium(3+)"
CTK9A4465,71440409,sweet-like,,71440409,C28H32O17,640.5,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O)OC4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O)OC4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O,"6-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-7-methoxychromen-4-one"
56878-16-1,71444486,sweet-like,,71444486,C13H22N7O8P,435.33,C1=NC(=C2C(=N1)N(C(=N2)NCC(CN)O)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,C1=NC(=C2C(=N1)N(C(=N2)NCC(CN)O)C3C(C(C(O3)COP(=O)(O)O)O)O)N,"[(2R,3S,4R,5R)-5-[6-amino-8-[(3-amino-2-hydroxypropyl)amino]purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
56878-15-0,71444487,sweet-like,,71444487,C13H22N7O7P,419.33,C1=NC(=C2C(=N1)N(C(=N2)NCCCN)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,C1=NC(=C2C(=N1)N(C(=N2)NCCCN)C3C(C(C(O3)COP(=O)(O)O)O)O)N,"[(2R,3S,4R,5R)-5-[6-amino-8-(3-aminopropylamino)purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
"5'-Adenylic acid, 3'-O-ethyl-",71444956,sweet-like,,71444956,C12H18N5O7P,375.27,CCO[C@@H]1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O,CCOC1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3-ethoxy-4-hydroxyoxolan-2-yl]methyl dihydrogen phosphate"
CHEMBL2181934,71450312,sweet-like,,71450312,C10H12BN5Na3O9P2,487.96,[B-]P(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)OP(=O)([O-])[O-].[Na+].[Na+].[Na+],[B-]P(=O)(OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)OP(=O)([O-])[O-].[Na+].[Na+].[Na+],
CID 71450313,71450313,sweet-like,,71450313,C10H14BN5O9P2-,421.01,[B-]P(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)OP(=O)(O)O,[B-]P(=O)(OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)OP(=O)(O)O,
CHEMBL2181938,71450314,sweet-like,,71450314,C10H12BN5Na3O9P2,487.96,[B-][P@](=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)OP(=O)([O-])[O-].[Na+].[Na+].[Na+],[B-]P(=O)(OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)OP(=O)([O-])[O-].[Na+].[Na+].[Na+],
CHEMBL2181939,71450315,sweet-like,,71450315,C10H12BN5Na3O9P2,487.96,[B-][P@@](=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)OP(=O)([O-])[O-].[Na+].[Na+].[Na+],[B-]P(=O)(OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)OP(=O)([O-])[O-].[Na+].[Na+].[Na+],
CID 71462537,71462537,sweet-like,,71462537,C10H13Li4N6O12P3,530.0,[Li+].[Li+].[Li+].[Li+].C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=N)([O-])OP(=O)([O-])[O-])O)O)N,[Li+].[Li+].[Li+].[Li+].C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=N)([O-])OP(=O)([O-])[O-])O)O)N,"tetralithium;[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphinimyl] phosphate"
Dulcoside B,71463764,sweet-like,,71463764,C44H70O22,951.0,C[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@@]34CCC5[C@@]6(CCC[C@@](C6CC[C@]5(C3)CC4=C)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)CO)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O,CC1C(C(C(C(O1)OC2C(C(C(OC2OC34CCC5C6(CCCC(C6CCC5(C3)CC4=C)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C)CO)O)OC8C(C(C(C(O8)CO)O)O)O)O)O)O,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1R,5R,9S,13S)-13-[(2S,3R,4S,5R,6R)-5-hydroxy-6-(hydroxymethyl)-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5,9-dimethyl-14-methylidenetetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylate"
"Adenosine 5'-(trihydrogen diphosphate), barium salt (1:3)",71463859,sweet-like,,71463859,C10H15Ba3N5O10P2,839.2,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[Ba].[Ba].[Ba],C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[Ba].[Ba].[Ba],
Adenosine 5'-diphosphate monopotassium salt dihydrate,71463860,sweet-like,,71463860,C10H19KN5O12P2,502.33,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.O.O.[K],C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.O.O.[K],
Isorhamnetin 3-O-galactoside,71463991,sweet-like,,71463991,C22H22O12,478.4,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,"5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-[(3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one"
O-Carbamoyladenylate,71464515,sweet-like,,71464515,C11H14N6O8P-,389.24,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OC(=O)N)O)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OC(=O)N)O)O)N,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl carbamoyl phosphate"
CID 71466752,71466752,sweet-like,,71466752,C28H32O15,608.5,COC1=CC2=C(C(=C1)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H](CO4)O)O)O)O)O)O)C(=O)C=C(O2)C5=CC(=C(C=C5)O)OC,COC1=CC2=C(C(=C1)OC3C(C(C(C(O3)COC4C(C(C(CO4)O)O)O)O)O)O)C(=O)C=C(O2)C5=CC(=C(C=C5)O)OC,"2-(4-hydroxy-3-methoxyphenyl)-7-methoxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one"
